REGION,TECHNOLOGY,YEAR,VALUE
REGION1,PLNG00X00,2031,0.0
REGION1,PLNG00X00,2032,0.0
REGION1,PLNG00X00,2033,0.0
REGION1,PLNG00X00,2034,0.0
REGION1,PLNG00X00,2035,0.0
REGION1,PLNG00X00,2036,0.0
REGION1,PLNG00X00,2037,0.0
REGION1,PLNG00X00,2038,0.0
REGION1,PLNG00X00,2039,0.0
REGION1,PLNG00X00,2040,0.0
REGION1,PLNG00X00,2041,0.0
REGION1,PLNG00X00,2042,0.0
REGION1,PLNG00X00,2043,0.0
REGION1,PLNG00X00,2044,0.0
REGION1,PLNG00X00,2045,0.0
REGION1,PLNG00X00,2046,0.0
REGION1,PLNG00X00,2047,0.0
REGION1,PLNG00X00,2048,0.0
REGION1,PLNG00X00,2049,0.0
REGION1,PLNG00X00,2050,0.0
REGION1,PLNG00X00,2051,0.0
REGION1,PLNG00X00,2052,0.0
REGION1,PLNG00X00,2053,0.0
REGION1,PLNG00X00,2054,0.0
REGION1,PLNG00X00,2055,0.0
REGION1,PLNG00X00,2056,0.0
REGION1,PLNG00X00,2057,0.0
REGION1,PLNG00X00,2058,0.0
REGION1,PLNG00X00,2059,0.0
REGION1,PLNG00X00,2060,0.0
REGION1,RONG00X00,2015,58.0
REGION1,RONG00X00,2016,58.0
REGION1,RONG00X00,2017,58.0
REGION1,RONG00X00,2018,58.0
REGION1,RONG00X00,2019,58.0
REGION1,RONG00X00,2020,58.0
REGION1,RONG00X00,2021,0.0
REGION1,RONG00X00,2022,0.0
REGION1,RONG00X00,2023,0.0
REGION1,RONG00X00,2024,0.0
REGION1,RONG00X00,2025,0.0
REGION1,RONG00X00,2026,0.0
REGION1,RONG00X00,2027,0.0
REGION1,RONG00X00,2028,0.0
REGION1,RONG00X00,2029,0.0
REGION1,RONG00X00,2030,0.0
REGION1,RONG00X00,2031,0.0
REGION1,RONG00X00,2032,0.0
REGION1,RONG00X00,2033,0.0
REGION1,RONG00X00,2034,0.0
REGION1,RONG00X00,2035,0.0
REGION1,RONG00X00,2036,0.0
REGION1,RONG00X00,2037,0.0
REGION1,RONG00X00,2038,0.0
REGION1,RONG00X00,2039,0.0
REGION1,RONG00X00,2040,0.0
REGION1,RONG00X00,2041,0.0
REGION1,RONG00X00,2042,0.0
REGION1,RONG00X00,2043,0.0
REGION1,RONG00X00,2044,0.0
REGION1,RONG00X00,2045,0.0
REGION1,RONG00X00,2046,0.0
REGION1,RONG00X00,2047,0.0
REGION1,RONG00X00,2048,0.0
REGION1,RONG00X00,2049,0.0
REGION1,RONG00X00,2050,0.0
REGION1,RONG00X00,2051,0.0
REGION1,RONG00X00,2052,0.0
REGION1,RONG00X00,2053,0.0
REGION1,RONG00X00,2054,0.0
REGION1,RONG00X00,2055,0.0
REGION1,RONG00X00,2056,0.0
REGION1,RONG00X00,2057,0.0
REGION1,RONG00X00,2058,0.0
REGION1,RONG00X00,2059,0.0
REGION1,RONG00X00,2060,0.0
REGION1,SING00I00,2015,1.9
REGION1,SING00I00,2016,1.9
REGION1,SING00I00,2017,1.9
REGION1,SING00I00,2018,1.9
REGION1,SING00I00,2019,1.9
REGION1,SING00I00,2020,1.9
REGION1,SING00I00,2021,0.0
REGION1,SING00I00,2022,0.0
REGION1,SING00I00,2023,0.0
REGION1,SING00I00,2024,0.0
REGION1,SING00I00,2025,0.0
REGION1,SING00I00,2026,0.0
REGION1,SING00I00,2027,0.0
REGION1,SING00I00,2028,0.0
REGION1,SING00I00,2029,0.0
REGION1,SING00I00,2030,0.0
REGION1,SING00I00,2031,0.0
REGION1,SING00I00,2032,0.0
REGION1,SING00I00,2033,0.0
REGION1,SING00I00,2034,0.0
REGION1,SING00I00,2035,0.0
REGION1,SING00I00,2036,0.0
REGION1,SING00I00,2037,0.0
REGION1,SING00I00,2038,0.0
REGION1,SING00I00,2039,0.0
REGION1,SING00I00,2040,0.0
REGION1,SING00I00,2041,0.0
REGION1,SING00I00,2042,0.0
REGION1,SING00I00,2043,0.0
REGION1,SING00I00,2044,0.0
REGION1,SING00I00,2045,0.0
REGION1,SING00I00,2046,0.0
REGION1,SING00I00,2047,0.0
REGION1,SING00I00,2048,0.0
REGION1,SING00I00,2049,0.0
REGION1,SING00I00,2050,0.0
REGION1,SING00I00,2051,0.0
REGION1,SING00I00,2052,0.0
REGION1,SING00I00,2053,0.0
REGION1,SING00I00,2054,0.0
REGION1,SING00I00,2055,0.0
REGION1,SING00I00,2056,0.0
REGION1,SING00I00,2057,0.0
REGION1,SING00I00,2058,0.0
REGION1,SING00I00,2059,0.0
REGION1,SING00I00,2060,0.0
REGION1,SING00X00,2015,0.1
REGION1,SING00X00,2016,0.1
REGION1,SING00X00,2017,0.1
REGION1,SING00X00,2018,0.1
REGION1,SING00X00,2019,0.1
REGION1,SING00X00,2020,0.1
REGION1,SING00X00,2021,0.0
REGION1,SING00X00,2022,0.0
REGION1,SING00X00,2023,0.0
REGION1,SING00X00,2024,0.0
REGION1,SING00X00,2025,0.0
REGION1,SING00X00,2026,0.0
REGION1,SING00X00,2027,0.0
REGION1,SING00X00,2028,0.0
REGION1,SING00X00,2029,0.0
REGION1,SING00X00,2030,0.0
REGION1,SING00X00,2031,0.0
REGION1,SING00X00,2032,0.0
REGION1,SING00X00,2033,0.0
REGION1,SING00X00,2034,0.0
REGION1,SING00X00,2035,0.0
REGION1,SING00X00,2036,0.0
REGION1,SING00X00,2037,0.0
REGION1,SING00X00,2038,0.0
REGION1,SING00X00,2039,0.0
REGION1,SING00X00,2040,0.0
REGION1,SING00X00,2041,0.0
REGION1,SING00X00,2042,0.0
REGION1,SING00X00,2043,0.0
REGION1,SING00X00,2044,0.0
REGION1,SING00X00,2045,0.0
REGION1,SING00X00,2046,0.0
REGION1,SING00X00,2047,0.0
REGION1,SING00X00,2048,0.0
REGION1,SING00X00,2049,0.0
REGION1,SING00X00,2050,0.0
REGION1,SING00X00,2051,0.0
REGION1,SING00X00,2052,0.0
REGION1,SING00X00,2053,0.0
REGION1,SING00X00,2054,0.0
REGION1,SING00X00,2055,0.0
REGION1,SING00X00,2056,0.0
REGION1,SING00X00,2057,0.0
REGION1,SING00X00,2058,0.0
REGION1,SING00X00,2059,0.0
REGION1,SING00X00,2060,0.0
REGION1,SKNG00I00,2015,5.0
REGION1,SKNG00I00,2016,6.0
REGION1,SKNG00I00,2017,6.0
REGION1,SKNG00I00,2018,6.0
REGION1,SKNG00I00,2019,6.0
REGION1,SKNG00I00,2020,6.0
REGION1,SKNG00I00,2021,0.0
REGION1,SKNG00I00,2022,0.0
REGION1,SKNG00I00,2023,0.0
REGION1,SKNG00I00,2024,0.0
REGION1,SKNG00I00,2025,0.0
REGION1,SKNG00I00,2026,0.0
REGION1,SKNG00I00,2027,0.0
REGION1,SKNG00I00,2028,0.0
REGION1,SKNG00I00,2029,0.0
REGION1,SKNG00I00,2030,0.0
REGION1,SKNG00I00,2031,0.0
REGION1,SKNG00I00,2032,0.0
REGION1,SKNG00I00,2033,0.0
REGION1,SKNG00I00,2034,0.0
REGION1,SKNG00I00,2035,0.0
REGION1,SKNG00I00,2036,0.0
REGION1,SKNG00I00,2037,0.0
REGION1,SKNG00I00,2038,0.0
REGION1,SKNG00I00,2039,0.0
REGION1,SKNG00I00,2040,0.0
REGION1,SKNG00I00,2041,0.0
REGION1,SKNG00I00,2042,0.0
REGION1,SKNG00I00,2043,0.0
REGION1,SKNG00I00,2044,0.0
REGION1,SKNG00I00,2045,0.0
REGION1,SKNG00I00,2046,0.0
REGION1,SKNG00I00,2047,0.0
REGION1,SKNG00I00,2048,0.0
REGION1,SKNG00I00,2049,0.0
REGION1,SKNG00I00,2050,0.0
REGION1,SKNG00I00,2051,0.0
REGION1,SKNG00I00,2052,0.0
REGION1,SKNG00I00,2053,0.0
REGION1,SKNG00I00,2054,0.0
REGION1,SKNG00I00,2055,0.0
REGION1,SKNG00I00,2056,0.0
REGION1,SKNG00I00,2057,0.0
REGION1,SKNG00I00,2058,0.0
REGION1,SKNG00I00,2059,0.0
REGION1,SKNG00I00,2060,0.0
REGION1,SKNG00X00,2015,5.0
REGION1,SKNG00X00,2016,4.0
REGION1,SKNG00X00,2017,4.0
REGION1,SKNG00X00,2018,4.0
REGION1,SKNG00X00,2019,4.0
REGION1,SKNG00X00,2020,4.0
REGION1,SKNG00X00,2021,0.0
REGION1,SKNG00X00,2022,0.0
REGION1,SKNG00X00,2023,0.0
REGION1,SKNG00X00,2024,0.0
REGION1,SKNG00X00,2025,0.0
REGION1,SKNG00X00,2026,0.0
REGION1,SKNG00X00,2027,0.0
REGION1,SKNG00X00,2028,0.0
REGION1,SKNG00X00,2029,0.0
REGION1,SKNG00X00,2030,0.0
REGION1,SKNG00X00,2031,0.0
REGION1,SKNG00X00,2032,0.0
REGION1,SKNG00X00,2033,0.0
REGION1,SKNG00X00,2034,0.0
REGION1,SKNG00X00,2035,0.0
REGION1,SKNG00X00,2036,0.0
REGION1,SKNG00X00,2037,0.0
REGION1,SKNG00X00,2038,0.0
REGION1,SKNG00X00,2039,0.0
REGION1,SKNG00X00,2040,0.0
REGION1,SKNG00X00,2041,0.0
REGION1,SKNG00X00,2042,0.0
REGION1,SKNG00X00,2043,0.0
REGION1,SKNG00X00,2044,0.0
REGION1,SKNG00X00,2045,0.0
REGION1,SKNG00X00,2046,0.0
REGION1,SKNG00X00,2047,0.0
REGION1,SKNG00X00,2048,0.0
REGION1,SKNG00X00,2049,0.0
REGION1,SKNG00X00,2050,0.0
REGION1,SKNG00X00,2051,0.0
REGION1,SKNG00X00,2052,0.0
REGION1,SKNG00X00,2053,0.0
REGION1,SKNG00X00,2054,0.0
REGION1,SKNG00X00,2055,0.0
REGION1,SKNG00X00,2056,0.0
REGION1,SKNG00X00,2057,0.0
REGION1,SKNG00X00,2058,0.0
REGION1,SKNG00X00,2059,0.0
REGION1,SKNG00X00,2060,0.0
REGION1,UKNG00X00,2015,619.0
REGION1,UKNG00X00,2016,619.0
REGION1,UKNG00X00,2017,619.0
REGION1,UKNG00X00,2018,619.0
REGION1,UKNG00X00,2019,619.0
REGION1,UKNG00X00,2020,619.0
REGION1,UKNG00X00,2021,0.0
REGION1,UKNG00X00,2022,0.0
REGION1,UKNG00X00,2023,0.0
REGION1,UKNG00X00,2024,0.0
REGION1,UKNG00X00,2025,0.0
REGION1,UKNG00X00,2026,0.0
REGION1,UKNG00X00,2027,0.0
REGION1,UKNG00X00,2028,0.0
REGION1,UKNG00X00,2029,0.0
REGION1,UKNG00X00,2030,0.0
REGION1,UKNG00X00,2031,0.0
REGION1,UKNG00X00,2032,0.0
REGION1,UKNG00X00,2033,0.0
REGION1,UKNG00X00,2034,0.0
REGION1,UKNG00X00,2035,0.0
REGION1,UKNG00X00,2036,0.0
REGION1,UKNG00X00,2037,0.0
REGION1,UKNG00X00,2038,0.0
REGION1,UKNG00X00,2039,0.0
REGION1,UKNG00X00,2040,0.0
REGION1,UKNG00X00,2041,0.0
REGION1,UKNG00X00,2042,0.0
REGION1,UKNG00X00,2043,0.0
REGION1,UKNG00X00,2044,0.0
REGION1,UKNG00X00,2045,0.0
REGION1,UKNG00X00,2046,0.0
REGION1,UKNG00X00,2047,0.0
REGION1,UKNG00X00,2048,0.0
REGION1,UKNG00X00,2049,0.0
REGION1,UKNG00X00,2050,0.0
REGION1,UKNG00X00,2051,0.0
REGION1,UKNG00X00,2052,0.0
REGION1,UKNG00X00,2053,0.0
REGION1,UKNG00X00,2054,0.0
REGION1,UKNG00X00,2055,0.0
REGION1,UKNG00X00,2056,0.0
REGION1,UKNG00X00,2057,0.0
REGION1,UKNG00X00,2058,0.0
REGION1,UKNG00X00,2059,0.0
REGION1,UKNG00X00,2060,0.0
