REGION,FUEL,YEAR,VALUE
REGION1,ATHP,2049,213.049171
REGION1,ATHP,2050,214.187583
REGION1,ATHP,2051,215.325995
REGION1,ATHP,2052,216.464407
REGION1,ATHP,2053,217.602819
REGION1,ATHP,2054,218.741231
REGION1,ATHP,2055,219.879643
REGION1,ATHP,2056,221.018055
REGION1,ATHP,2057,222.156468
REGION1,ATHP,2058,223.29488
REGION1,ATHP,2059,224.433292
REGION1,ATHP,2060,225.571704
REGION1,ATCP,2015,33.1104247
REGION1,ATCP,2016,32.1534553
REGION1,ATCP,2017,31.1964859
REGION1,ATCP,2018,30.2395164
REGION1,ATCP,2019,29.282547
REGION1,ATCP,2020,28.3255776
REGION1,ATCP,2021,28.379816
REGION1,ATCP,2022,28.4340544
REGION1,ATCP,2023,28.4882928
REGION1,ATCP,2024,28.5425312
REGION1,ATCP,2025,28.5967696
REGION1,ATCP,2026,28.651008
REGION1,ATCP,2027,28.7052464
REGION1,ATCP,2028,28.7594848
REGION1,ATCP,2029,28.8137232
REGION1,ATCP,2030,28.8679617
REGION1,ATCP,2031,28.9222001
REGION1,ATCP,2032,28.9764385
REGION1,ATCP,2033,29.0306769
REGION1,ATCP,2034,29.0849153
REGION1,ATCP,2035,29.1391537
REGION1,ATCP,2036,29.1933921
REGION1,ATCP,2037,29.2476305
REGION1,ATCP,2038,29.3018689
REGION1,ATCP,2039,29.3561073
REGION1,ATCP,2040,29.4103457
REGION1,ATCP,2041,29.4645841
REGION1,ATCP,2042,29.5188225
REGION1,ATCP,2043,29.5730609
REGION1,ATCP,2044,29.6272994
REGION1,ATCP,2045,29.6815378
REGION1,ATCP,2046,29.7357762
REGION1,ATCP,2047,29.7900146
REGION1,ATCP,2048,29.844253
REGION1,ATCP,2049,29.8984914
REGION1,ATCP,2050,29.9527298
REGION1,ATCP,2051,30.0069682
REGION1,ATCP,2052,30.0612066
REGION1,ATCP,2053,30.115445
REGION1,ATCP,2054,30.1696834
REGION1,ATCP,2055,30.2239218
REGION1,ATCP,2056,30.2781602
REGION1,ATCP,2057,30.3323986
REGION1,ATCP,2058,30.3866371
REGION1,ATCP,2059,30.4408755
REGION1,ATCP,2060,30.4951139
REGION1,ATCS,2015,9.02575585
REGION1,ATCS,2016,9.23830673
REGION1,ATCS,2017,9.45085761
REGION1,ATCS,2018,9.66340849
REGION1,ATCS,2019,9.87595937
REGION1,ATCS,2020,10.0885102
REGION1,ATCS,2021,10.260701
REGION1,ATCS,2022,10.4328917
REGION1,ATCS,2023,10.6050824
REGION1,ATCS,2024,10.7772731
REGION1,ATCS,2025,10.9494638
REGION1,ATCS,2026,11.1216545
REGION1,ATCS,2027,11.2938452
REGION1,ATCS,2028,11.466036
REGION1,ATCS,2029,11.6382267
REGION1,ATCS,2030,11.8104174
REGION1,ATCS,2031,11.9826081
REGION1,ATCS,2032,12.1547988
REGION1,ATCS,2033,12.3269895
REGION1,ATCS,2034,12.4991802
REGION1,ATCS,2035,12.671371
REGION1,ATCS,2036,12.8435617
REGION1,ATCS,2037,13.0157524
REGION1,ATCS,2038,13.1879431
REGION1,ATCS,2039,13.3601338
REGION1,ATCS,2040,13.5323245
REGION1,ATCS,2041,13.7045152
REGION1,ATCS,2042,13.876706
REGION1,ATCS,2043,14.0488967
REGION1,ATCS,2044,14.2210874
REGION1,ATCS,2045,14.3932781
REGION1,ATCS,2046,14.5654688
REGION1,ATCS,2047,14.7376595
REGION1,ATCS,2048,14.9098502
REGION1,ATCS,2049,15.082041
REGION1,ATCS,2050,15.2542317
REGION1,ATCS,2051,15.4264224
REGION1,ATCS,2052,15.5986131
REGION1,ATCS,2053,15.7708038
REGION1,ATCS,2054,15.9429945
REGION1,ATCS,2055,16.1151852
REGION1,ATCS,2056,16.287376
REGION1,ATCS,2057,16.4595667
REGION1,ATCS,2058,16.6317574
REGION1,ATCS,2059,16.8039481
REGION1,ATCS,2060,16.9761388
REGION1,BEHW,2015,28.03642147
REGION1,BEHW,2016,28.33042032
REGION1,BEHW,2017,28.62441917
REGION1,BEHW,2018,28.91841801
REGION1,BEHW,2019,29.21241686
REGION1,BEHW,2020,29.5064157
REGION1,BEHW,2021,29.87144505
REGION1,BEHW,2022,30.2364744
REGION1,BEHW,2023,30.60150375
REGION1,BEHW,2024,30.9665331
REGION1,BEHW,2025,31.33156245
REGION1,BEHW,2026,31.6965918
REGION1,BEHW,2027,32.06162115
REGION1,BEHW,2028,32.4266505
REGION1,BEHW,2029,32.79167985
REGION1,BEHW,2030,33.1567092
REGION1,BEHW,2031,33.52173855
REGION1,BEHW,2032,33.8867679
REGION1,BEHW,2033,34.25179725
REGION1,BEHW,2034,34.6168266
REGION1,BEHW,2035,34.98185595
REGION1,BEHW,2036,35.3468853
REGION1,BEHW,2037,35.71191465
REGION1,BEHW,2038,36.076944
REGION1,BEHW,2039,36.44197335
REGION1,BEHW,2040,36.8070027
REGION1,BEHW,2041,37.17203205
REGION1,BEHW,2042,37.5370614
REGION1,BEHW,2043,37.90209075
REGION1,BEHW,2044,38.2671201
REGION1,BEHW,2045,38.63214945
REGION1,BEHW,2046,38.9971788
REGION1,BEHW,2047,39.36220815
REGION1,BEHW,2048,39.7272375
REGION1,BEHW,2049,40.09226685
REGION1,BEHW,2050,40.4572962
REGION1,BEHW,2051,40.82232555
REGION1,BEHW,2052,41.1873549
REGION1,BEHW,2053,41.55238425
REGION1,BEHW,2054,41.9174136
REGION1,BEHW,2055,42.28244295
REGION1,BEHW,2056,42.6474723
REGION1,BEHW,2057,43.01250165
REGION1,BEHW,2058,43.377531
REGION1,BEHW,2059,43.74256035
REGION1,BEHW,2060,44.1075897
REGION1,BEHS,2015,289.0613246
REGION1,BEHS,2016,286.2906376
REGION1,BEHS,2017,283.5199506
REGION1,BEHS,2018,280.7492637
REGION1,BEHS,2019,277.9785767
REGION1,BEHS,2020,275.2078898
REGION1,BEHS,2021,271.4124395
REGION1,BEHS,2022,267.6169892
REGION1,BEHS,2023,263.8215389
REGION1,BEHS,2024,260.0260886
REGION1,BEHS,2025,256.2306383
REGION1,BEHS,2026,252.435188
REGION1,BEHS,2027,248.6397377
REGION1,BEHS,2028,244.8442874
REGION1,BEHS,2029,241.0488371
REGION1,BEHS,2030,237.2533868
REGION1,BEHS,2031,233.4579365
REGION1,BEHS,2032,229.6624862
REGION1,BEHS,2033,225.8670359
REGION1,BEHS,2034,222.0715856
REGION1,BEHS,2035,218.2761353
REGION1,BEHS,2036,214.480685
REGION1,BEHS,2037,210.6852348
REGION1,BEHS,2038,206.8897845
REGION1,BEHS,2039,203.0943342
REGION1,BEHS,2040,199.2988839
REGION1,BEHS,2041,195.5034336
REGION1,BEHS,2042,191.7079833
REGION1,BEHS,2043,187.912533
REGION1,BEHS,2044,184.1170827
REGION1,BEHS,2045,180.3216324
REGION1,BEHS,2046,176.5261821
REGION1,BEHS,2047,172.7307318
REGION1,BEHS,2048,168.9352815
REGION1,BEHS,2049,165.1398312
REGION1,BEHS,2050,161.3443809
REGION1,BEHS,2051,157.5489306
REGION1,BEHS,2052,153.7534803
REGION1,BEHS,2053,149.95803
REGION1,BEHS,2054,146.1625797
REGION1,BEHS,2055,142.3671294
REGION1,BEHS,2056,138.5716791
REGION1,BEHS,2057,134.7762289
REGION1,BEHS,2058,130.9807786
REGION1,BEHS,2059,127.1853283
REGION1,BEHS,2060,123.389878
REGION1,BEHP,2015,193.1522743
REGION1,BEHP,2016,195.5844601
REGION1,BEHP,2017,198.0166458
REGION1,BEHP,2018,200.4488315
REGION1,BEHP,2019,202.8810172
REGION1,BEHP,2020,205.313203
REGION1,BEHP,2021,205.8326541
REGION1,BEHP,2022,206.3521053
REGION1,BEHP,2023,206.8715564
REGION1,BEHP,2024,207.3910076
REGION1,BEHP,2025,207.9104588
REGION1,BEHP,2026,208.4299099
REGION1,BEHP,2027,208.9493611
REGION1,BEHP,2028,209.4688122
REGION1,BEHP,2029,209.9882634
REGION1,BEHP,2030,210.5077146
REGION1,BEHP,2031,211.0271657
REGION1,BEHP,2032,211.5466169
REGION1,BEHP,2033,212.066068
REGION1,BEHP,2034,212.5855192
REGION1,BEHP,2035,213.1049704
REGION1,BEHP,2036,213.6244215
REGION1,BEHP,2037,214.1438727
REGION1,BEHP,2038,214.6633238
REGION1,BEHP,2039,215.182775
REGION1,BEHP,2040,215.7022262
REGION1,BEHP,2041,216.2216773
REGION1,BEHP,2042,216.7411285
REGION1,BEHP,2043,217.2605796
REGION1,BEHP,2044,217.7800308
REGION1,BEHP,2045,218.299482
REGION1,BEHP,2046,218.8189331
REGION1,BEHP,2047,219.3383843
REGION1,BEHP,2048,219.8578354
REGION1,BEHP,2049,220.3772866
REGION1,BEHP,2050,220.8967378
REGION1,BEHP,2051,221.4161889
REGION1,BEHP,2052,221.9356401
REGION1,BEHP,2053,222.4550912
REGION1,BEHP,2054,222.9745424
REGION1,BEHP,2055,223.4939936
REGION1,BEHP,2056,224.0134447
REGION1,BEHP,2057,224.5328959
REGION1,BEHP,2058,225.052347
REGION1,BEHP,2059,225.5717982
REGION1,BEHP,2060,226.0912494
REGION1,BECP,2015,9.09836687
REGION1,BECP,2016,9.393030251
REGION1,BECP,2017,9.687693632
REGION1,BECP,2018,9.982357013
REGION1,BECP,2019,10.27702039
REGION1,BECP,2020,10.57168377
REGION1,BECP,2021,10.92120813
REGION1,BECP,2022,11.27073248
REGION1,BECP,2023,11.62025684
REGION1,BECP,2024,11.96978119
REGION1,BECP,2025,12.31930555
REGION1,BECP,2026,12.6688299
REGION1,BECP,2027,13.01835425
REGION1,BECP,2028,13.36787861
REGION1,BECP,2029,13.71740296
REGION1,BECP,2030,14.06692732
REGION1,BECP,2031,14.41645167
REGION1,BECP,2032,14.76597602
REGION1,BECP,2033,15.11550038
REGION1,BECP,2034,15.46502473
REGION1,BECP,2035,15.81454909
REGION1,BECP,2036,16.16407344
REGION1,BECP,2037,16.5135978
REGION1,BECP,2038,16.86312215
REGION1,BECP,2039,17.2126465
REGION1,BECP,2040,17.56217086
REGION1,BECP,2041,17.91169521
REGION1,BECP,2042,18.26121957
REGION1,BECP,2043,18.61074392
REGION1,BECP,2044,18.96026827
REGION1,BECP,2045,19.30979263
REGION1,BECP,2046,19.65931698
REGION1,BECP,2047,20.00884134
REGION1,BECP,2048,20.35836569
REGION1,BECP,2049,20.70789005
REGION1,BECP,2050,21.0574144
REGION1,BECP,2051,21.40693875
REGION1,BECP,2052,21.75646311
REGION1,BECP,2053,22.10598746
REGION1,BECP,2054,22.45551182
REGION1,BECP,2055,22.80503617
REGION1,BECP,2056,23.15456052
REGION1,BECP,2057,23.50408488
REGION1,BECP,2058,23.85360923
REGION1,BECP,2059,24.20313359
REGION1,BECP,2060,24.55265794
REGION1,BECS,2015,52.29411068
REGION1,BECS,2016,53.19388051
REGION1,BECS,2017,54.09365034
REGION1,BECS,2018,54.99342017
REGION1,BECS,2019,55.89318999
REGION1,BECS,2020,56.79295982
REGION1,BECS,2021,56.83168859
REGION1,BECS,2022,56.87041736
REGION1,BECS,2023,56.90914613
REGION1,BECS,2024,56.9478749
REGION1,BECS,2025,56.98660367
REGION1,BECS,2026,57.02533244
REGION1,BECS,2027,57.06406121
REGION1,BECS,2028,57.10278998
REGION1,BECS,2029,57.14151875
REGION1,BECS,2030,57.18024752
REGION1,BECS,2031,57.21897629
REGION1,BECS,2032,57.25770506
REGION1,BECS,2033,57.29643383
REGION1,BECS,2034,57.3351626
REGION1,BECS,2035,57.37389137
REGION1,BECS,2036,57.41262014
REGION1,BECS,2037,57.45134891
REGION1,BECS,2038,57.49007768
REGION1,BECS,2039,57.52880645
REGION1,BECS,2040,57.56753521
REGION1,BECS,2041,57.60626398
REGION1,BECS,2042,57.64499275
REGION1,BECS,2043,57.68372152
REGION1,BECS,2044,57.72245029
REGION1,BECS,2045,57.76117906
REGION1,BECS,2046,57.79990783
REGION1,BECS,2047,57.8386366
REGION1,BECS,2048,57.87736537
REGION1,BECS,2049,57.91609414
REGION1,BECS,2050,57.95482291
REGION1,BECS,2051,57.99355168
REGION1,BECS,2052,58.03228045
REGION1,BECS,2053,58.07100922
REGION1,BECS,2054,58.10973799
REGION1,BECS,2055,58.14846676
REGION1,BECS,2056,58.18719553
REGION1,BECS,2057,58.2259243
REGION1,BECS,2058,58.26465307
REGION1,BECS,2059,58.30338184
REGION1,BECS,2060,58.34211061
REGION1,BGHW,2015,9.323394028
REGION1,BGHW,2016,9.357056161
REGION1,BGHW,2017,9.390718295
REGION1,BGHW,2018,9.424380429
REGION1,BGHW,2019,9.458042563
REGION1,BGHW,2020,9.491704697
REGION1,BGHW,2021,9.437481284
REGION1,BGHW,2022,9.383257871
REGION1,BGHW,2023,9.329034458
REGION1,BGHW,2024,9.274811045
REGION1,BGHW,2025,9.220587632
REGION1,BGHW,2026,9.166364219
REGION1,BGHW,2027,9.112140806
REGION1,BGHW,2028,9.057917393
REGION1,BGHW,2029,9.00369398
REGION1,BGHW,2030,8.949470567
REGION1,BGHW,2031,8.895247154
REGION1,BGHW,2032,8.841023741
REGION1,BGHW,2033,8.786800328
REGION1,BGHW,2034,8.732576915
REGION1,BGHW,2035,8.678353502
REGION1,BGHW,2036,8.624130089
REGION1,BGHW,2037,8.569906676
REGION1,BGHW,2038,8.515683263
REGION1,BGHW,2039,8.46145985
REGION1,BGHW,2040,8.407236437
REGION1,BGHW,2041,8.353013024
REGION1,BGHW,2042,8.298789611
REGION1,BGHW,2043,8.244566198
REGION1,BGHW,2044,8.190342785
REGION1,BGHW,2045,8.136119372
REGION1,BGHW,2046,8.081895959
REGION1,BGHW,2047,8.027672545
REGION1,BGHW,2048,7.973449132
REGION1,BGHW,2049,7.919225719
REGION1,BGHW,2050,7.865002306
REGION1,BGHW,2051,7.810778893
REGION1,BGHW,2052,7.75655548
REGION1,BGHW,2053,7.702332067
REGION1,BGHW,2054,7.648108654
REGION1,BGHW,2055,7.593885241
REGION1,BGHW,2056,7.539661828
REGION1,BGHW,2057,7.485438415
REGION1,BGHW,2058,7.431215002
REGION1,BGHW,2059,7.376991589
REGION1,BGHW,2060,7.322768176
REGION1,BGHS,2015,65.35877521
REGION1,BGHS,2016,65.53096133
REGION1,BGHS,2017,65.70314745
REGION1,BGHS,2018,65.87533357
REGION1,BGHS,2019,66.04751969
REGION1,BGHS,2020,66.21970581
REGION1,BGHS,2021,65.84528325
REGION1,BGHS,2022,65.47086069
REGION1,BGHS,2023,65.09643813
REGION1,BGHS,2024,64.72201557
REGION1,BGHS,2025,64.34759301
REGION1,BGHS,2026,63.97317045
REGION1,BGHS,2027,63.59874789
REGION1,BGHS,2028,63.22432533
REGION1,BGHS,2029,62.84990277
REGION1,BGHS,2030,62.47548021
REGION1,BGHS,2031,62.10105765
REGION1,BGHS,2032,61.72663509
REGION1,BGHS,2033,61.35221253
REGION1,BGHS,2034,60.97778997
REGION1,BGHS,2035,60.60336741
REGION1,BGHS,2036,60.22894485
REGION1,BGHS,2037,59.85452229
REGION1,BGHS,2038,59.48009973
REGION1,BGHS,2039,59.10567717
REGION1,BGHS,2040,58.73125461
REGION1,BGHS,2041,58.35683205
REGION1,BGHS,2042,57.98240949
REGION1,BGHS,2043,57.60798693
REGION1,BGHS,2044,57.23356437
REGION1,BGHS,2045,56.85914181
REGION1,BGHS,2046,56.48471925
REGION1,BGHS,2047,56.11029669
REGION1,BGHS,2048,55.73587413
REGION1,BGHS,2049,55.36145157
REGION1,BGHS,2050,54.98702901
REGION1,BGHS,2051,54.61260645
REGION1,BGHS,2052,54.23818389
REGION1,BGHS,2053,53.86376133
REGION1,BGHS,2054,53.48933877
REGION1,BGHS,2055,53.11491621
REGION1,BGHS,2056,52.74049365
REGION1,BGHS,2057,52.36607109
REGION1,BGHS,2058,51.99164853
REGION1,BGHS,2059,51.61722597
REGION1,BGHS,2060,51.24280341
REGION1,BGHP,2015,123.6628167
REGION1,BGHP,2016,124.6202165
REGION1,BGHP,2017,125.5776164
REGION1,BGHP,2018,126.5350163
REGION1,BGHP,2019,127.4924161
REGION1,BGHP,2020,128.449816
REGION1,BGHP,2021,128.6834995
REGION1,BGHP,2022,128.917183
REGION1,BGHP,2023,129.1508664
REGION1,BGHP,2024,129.3845499
REGION1,BGHP,2025,129.6182334
REGION1,BGHP,2026,129.8519169
REGION1,BGHP,2027,130.0856004
REGION1,BGHP,2028,130.3192838
REGION1,BGHP,2029,130.5529673
REGION1,BGHP,2030,130.7866508
REGION1,BGHP,2031,131.0203343
REGION1,BGHP,2032,131.2540177
REGION1,BGHP,2033,131.4877012
REGION1,BGHP,2034,131.7213847
REGION1,BGHP,2035,131.9550682
REGION1,BGHP,2036,132.1887517
REGION1,BGHP,2037,132.4224351
REGION1,BGHP,2038,132.6561186
REGION1,BGHP,2039,132.8898021
REGION1,BGHP,2040,133.1234856
REGION1,BGHP,2041,133.357169
REGION1,BGHP,2042,133.5908525
REGION1,BGHP,2043,133.824536
REGION1,BGHP,2044,134.0582195
REGION1,BGHP,2045,134.291903
REGION1,BGHP,2046,134.5255864
REGION1,BGHP,2047,134.7592699
REGION1,BGHP,2048,134.9929534
REGION1,BGHP,2049,135.2266369
REGION1,BGHP,2050,135.4603203
REGION1,BGHP,2051,135.6940038
REGION1,BGHP,2052,135.9276873
REGION1,BGHP,2053,136.1613708
REGION1,BGHP,2054,136.3950543
REGION1,BGHP,2055,136.6287377
REGION1,BGHP,2056,136.8624212
REGION1,BGHP,2057,137.0961047
REGION1,BGHP,2058,137.3297882
REGION1,BGHP,2059,137.5634716
REGION1,BGHP,2060,137.7971551
REGION1,BGCP,2015,11.89495235
REGION1,BGCP,2016,10.84494971
REGION1,BGCP,2017,9.794947075
REGION1,BGCP,2018,8.744944439
REGION1,BGCP,2019,7.694941802
REGION1,BGCP,2020,6.644939166
REGION1,BGCP,2021,6.644939166
REGION1,BGCP,2022,6.644939166
REGION1,BGCP,2023,6.644939166
REGION1,BGCP,2024,6.644939166
REGION1,BGCP,2025,6.644939166
REGION1,BGCP,2026,6.644939166
REGION1,BGCP,2027,6.644939166
REGION1,BGCP,2028,6.644939166
REGION1,BGCP,2029,6.644939166
REGION1,BGCP,2030,6.644939166
REGION1,BGCP,2031,6.644939166
REGION1,BGCP,2032,6.644939166
REGION1,BGCP,2033,6.644939166
REGION1,BGCP,2034,6.644939166
REGION1,BGCP,2035,6.644939166
REGION1,BGCP,2036,6.644939166
REGION1,BGCP,2037,6.644939166
REGION1,BGCP,2038,6.644939166
REGION1,BGCP,2039,6.644939166
REGION1,BGCP,2040,6.644939166
REGION1,BGCP,2041,6.644939166
REGION1,BGCP,2042,6.644939166
REGION1,BGCP,2043,6.644939166
REGION1,BGCP,2044,6.644939166
REGION1,BGCP,2045,6.644939166
REGION1,BGCP,2046,6.644939166
REGION1,BGCP,2047,6.644939166
REGION1,BGCP,2048,6.644939166
REGION1,BGCP,2049,6.644939166
REGION1,BGCP,2050,6.644939166
REGION1,BGCP,2051,6.644939166
REGION1,BGCP,2052,6.644939166
REGION1,BGCP,2053,6.644939166
REGION1,BGCP,2054,6.644939166
REGION1,BGCP,2055,6.644939166
REGION1,BGCP,2056,6.644939166
REGION1,BGCP,2057,6.644939166
REGION1,BGCP,2058,6.644939166
REGION1,BGCP,2059,6.644939166
REGION1,BGCP,2060,6.644939166
REGION1,BGCS,2015,27.76004152
REGION1,BGCS,2016,28.64713552
REGION1,BGCS,2017,29.53422952
REGION1,BGCS,2018,30.42132352
REGION1,BGCS,2019,31.30841752
REGION1,BGCS,2020,32.19551152
REGION1,BGCS,2021,32.77195127
REGION1,BGCS,2022,33.34839101
REGION1,BGCS,2023,33.92483076
REGION1,BGCS,2024,34.50127051
REGION1,BGCS,2025,35.07771026
REGION1,BGCS,2026,35.65415001
REGION1,BGCS,2027,36.23058975
REGION1,BGCS,2028,36.8070295
REGION1,BGCS,2029,37.38346925
REGION1,BGCS,2030,37.959909
REGION1,BGCS,2031,38.53634875
REGION1,BGCS,2032,39.11278849
REGION1,BGCS,2033,39.68922824
REGION1,BGCS,2034,40.26566799
REGION1,BGCS,2035,40.84210774
REGION1,BGCS,2036,41.41854749
REGION1,BGCS,2037,41.99498723
REGION1,BGCS,2038,42.57142698
REGION1,BGCS,2039,43.14786673
REGION1,BGCS,2040,43.72430648
REGION1,BGCS,2041,44.30074623
REGION1,BGCS,2042,44.87718597
REGION1,BGCS,2043,45.45362572
REGION1,BGCS,2044,46.03006547
REGION1,BGCS,2045,46.60650522
REGION1,BGCS,2046,47.18294497
REGION1,BGCS,2047,47.75938471
REGION1,BGCS,2048,48.33582446
REGION1,BGCS,2049,48.91226421
REGION1,BGCS,2050,49.48870396
REGION1,BGCS,2051,50.06514371
REGION1,BGCS,2052,50.64158345
REGION1,BGCS,2053,51.2180232
REGION1,BGCS,2054,51.79446295
REGION1,BGCS,2055,52.3709027
REGION1,BGCS,2056,52.94734245
REGION1,BGCS,2057,53.52378219
REGION1,BGCS,2058,54.10022194
REGION1,BGCS,2059,54.67666169
REGION1,BGCS,2060,55.25310144
REGION1,CHHP,2015,55.19610527
REGION1,CHHP,2016,55.58746299
REGION1,CHHP,2017,55.9788207
REGION1,CHHP,2018,56.37017842
REGION1,CHHP,2019,56.76153614
REGION1,CHHP,2020,57.15289386
REGION1,CHHP,2021,57.54447086
REGION1,CHHP,2022,57.93604786
REGION1,CHHP,2023,58.32762486
REGION1,CHHP,2024,58.71920186
REGION1,CHHP,2025,59.11077886
REGION1,CHHP,2026,59.50235586
REGION1,CHHP,2027,59.89393286
REGION1,CHHP,2028,60.28550986
REGION1,CHHP,2029,60.67708686
REGION1,CHHP,2030,61.06866386
REGION1,CHHP,2031,61.46024086
REGION1,CHHP,2032,61.85181786
REGION1,CHHP,2033,62.24339486
REGION1,CHHP,2034,62.63497186
REGION1,CHHP,2035,63.02654887
REGION1,CHHP,2036,63.41812587
REGION1,CHHP,2037,63.80970287
REGION1,CHHP,2038,64.20127987
REGION1,CHHP,2039,64.59285687
REGION1,CHHP,2040,64.98443387
REGION1,CHHP,2041,65.37601087
REGION1,CHHP,2042,65.76758787
REGION1,CHHP,2043,66.15916487
REGION1,CHHP,2044,66.55074187
REGION1,CHHP,2045,66.94231887
REGION1,CHHP,2046,67.33389587
REGION1,CHHP,2047,67.72547287
REGION1,CHHP,2048,68.11704987
REGION1,CHHP,2049,68.50862687
REGION1,CHHP,2050,68.90020387
REGION1,CHHP,2051,69.29178088
REGION1,CHHP,2052,69.68335788
REGION1,CHHP,2053,70.07493488
REGION1,CHHP,2054,70.46651188
REGION1,CHHP,2055,70.85808888
REGION1,CHHP,2056,71.24966588
REGION1,CHHP,2057,71.64124288
REGION1,CHHP,2058,72.03281988
REGION1,CHHP,2059,72.42439688
REGION1,CHHP,2060,72.81597388
REGION1,CHHW,2015,26.81754652
REGION1,CHHW,2016,27.31495438
REGION1,CHHW,2017,27.81236224
REGION1,CHHW,2018,28.30977009
REGION1,CHHW,2019,28.80717795
REGION1,CHHW,2020,29.30458581
REGION1,CHHW,2021,29.60651902
REGION1,CHHW,2022,29.90845223
REGION1,CHHW,2023,30.21038544
REGION1,CHHW,2024,30.51231866
REGION1,CHHW,2025,30.81425187
REGION1,CHHW,2026,31.11618508
REGION1,CHHW,2027,31.41811829
REGION1,CHHW,2028,31.7200515
REGION1,CHHW,2029,32.02198472
REGION1,CHHW,2030,32.32391793
REGION1,CHHW,2031,32.62585114
REGION1,CHHW,2032,32.92778435
REGION1,CHHW,2033,33.22971756
REGION1,CHHW,2034,33.53165077
REGION1,CHHW,2035,33.83358399
REGION1,CHHW,2036,34.1355172
REGION1,CHHW,2037,34.43745041
REGION1,CHHW,2038,34.73938362
REGION1,CHHW,2039,35.04131683
REGION1,CHHW,2040,35.34325004
REGION1,CHHW,2041,35.64518326
REGION1,CHHW,2042,35.94711647
REGION1,CHHW,2043,36.24904968
REGION1,CHHW,2044,36.55098289
REGION1,CHHW,2045,36.8529161
REGION1,CHHW,2046,37.15484931
REGION1,CHHW,2047,37.45678253
REGION1,CHHW,2048,37.75871574
REGION1,CHHW,2049,38.06064895
REGION1,CHHW,2050,38.36258216
REGION1,CHHW,2051,38.66451537
REGION1,CHHW,2052,38.96644859
REGION1,CHHW,2053,39.2683818
REGION1,CHHW,2054,39.57031501
REGION1,CHHW,2055,39.87224822
REGION1,CHHW,2056,40.17418143
REGION1,CHHW,2057,40.47611464
REGION1,CHHW,2058,40.77804786
REGION1,CHHW,2059,41.07998107
REGION1,CHHW,2060,41.38191428
REGION1,CHHS,2015,197.9031356
REGION1,CHHS,2016,198.5568895
REGION1,CHHS,2017,199.2106433
REGION1,CHHS,2018,199.8643971
REGION1,CHHS,2019,200.5181509
REGION1,CHHS,2020,201.1719047
REGION1,CHHS,2021,200.6992675
REGION1,CHHS,2022,200.2266302
REGION1,CHHS,2023,199.7539929
REGION1,CHHS,2024,199.2813557
REGION1,CHHS,2025,198.8087184
REGION1,CHHS,2026,198.3360812
REGION1,CHHS,2027,197.8634439
REGION1,CHHS,2028,197.3908067
REGION1,CHHS,2029,196.9181694
REGION1,CHHS,2030,196.4455322
REGION1,CHHS,2031,195.9728949
REGION1,CHHS,2032,195.5002577
REGION1,CHHS,2033,195.0276204
REGION1,CHHS,2034,194.5549831
REGION1,CHHS,2035,194.0823459
REGION1,CHHS,2036,193.6097086
REGION1,CHHS,2037,193.1370714
REGION1,CHHS,2038,192.6644341
REGION1,CHHS,2039,192.1917969
REGION1,CHHS,2040,191.7191596
REGION1,CHHS,2041,191.2465224
REGION1,CHHS,2042,190.7738851
REGION1,CHHS,2043,190.3012479
REGION1,CHHS,2044,189.8286106
REGION1,CHHS,2045,189.3559733
REGION1,CHHS,2046,188.8833361
REGION1,CHHS,2047,188.4106988
REGION1,CHHS,2048,187.9380616
REGION1,CHHS,2049,187.4654243
REGION1,CHHS,2050,186.9927871
REGION1,CHHS,2051,186.5201498
REGION1,CHHS,2052,186.0475126
REGION1,CHHS,2053,185.5748753
REGION1,CHHS,2054,185.1022381
REGION1,CHHS,2055,184.6296008
REGION1,CHHS,2056,184.1569635
REGION1,CHHS,2057,183.6843263
REGION1,CHHS,2058,183.211689
REGION1,CHHS,2059,182.7390518
REGION1,CHHS,2060,182.2664145
REGION1,CHCP,2015,31.49580123
REGION1,CHCP,2016,32.6368666
REGION1,CHCP,2017,33.77793197
REGION1,CHCP,2018,34.91899735
REGION1,CHCP,2019,36.06006272
REGION1,CHCP,2020,37.20112809
REGION1,CHCP,2021,37.32386152
REGION1,CHCP,2022,37.44659494
REGION1,CHCP,2023,37.56932837
REGION1,CHCP,2024,37.69206179
REGION1,CHCP,2025,37.81479522
REGION1,CHCP,2026,37.93752864
REGION1,CHCP,2027,38.06026207
REGION1,CHCP,2028,38.18299549
REGION1,CHCP,2029,38.30572892
REGION1,CHCP,2030,38.42846234
REGION1,CHCP,2031,38.55119577
REGION1,CHCP,2032,38.67392919
REGION1,CHCP,2033,38.79666262
REGION1,CHCP,2034,38.91939604
REGION1,CHCP,2035,39.04212947
REGION1,CHCP,2036,39.16486289
REGION1,CHCP,2037,39.28759632
REGION1,CHCP,2038,39.41032974
REGION1,CHCP,2039,39.53306317
REGION1,CHCP,2040,39.65579659
REGION1,CHCP,2041,39.77853002
REGION1,CHCP,2042,39.90126344
REGION1,CHCP,2043,40.02399687
REGION1,CHCP,2044,40.14673029
REGION1,CHCP,2045,40.26946372
REGION1,CHCP,2046,40.39219714
REGION1,CHCP,2047,40.51493057
REGION1,CHCP,2048,40.63766399
REGION1,CHCP,2049,40.76039742
REGION1,CHCP,2050,40.88313084
REGION1,CHCP,2051,41.00586427
REGION1,CHCP,2052,41.12859769
REGION1,CHCP,2053,41.25133112
REGION1,CHCP,2054,41.37406454
